,球员,号码,出场时间,首发,2分中-投,3分中-投,罚球中-投,进攻篮板,防守篮板,助攻,犯规,抢断,失误,盖帽,扣篮,被侵,快攻,得分,Game_ID,球队
203,琼斯,55,39,1,9-19(47%),0-8(0%),10-12(83%),1,3,8,4,2,3,0,0,12,0/0,28,2019202000006,吉林
204,姜宇星,13,42,1,10-12(83%),1-1(100%),2-3(67%),2,3,1,2,2,2,2,0,2,0/0,25,2019202000006,吉林
205,代怀博,36,34,1,1-1(100%),4-5(80%),0-0(0%),0,4,1,1,0,1,0,0,0,0/0,14,2019202000006,吉林
206,钟诚,12,27,1,1-1(100%),2-5(40%),0-0(0%),1,3,1,5,1,3,2,0,0,0/0,8,2019202000006,吉林
207,柴长易,6,11,1,0-1(0%),0-1(0%),0-0(0%),1,1,0,1,0,2,0,0,1,0/0,0,2019202000006,吉林
208,崔晋铭,5,36,0,7-11(64%),0-3(0%),3-4(75%),0,5,5,2,1,1,0,0,5,0/0,17,2019202000006,吉林
209,霍尔曼,32,27,0,5-11(45%),0-0(0%),2-3(67%),1,10,0,5,1,1,2,2,3,0/0,12,2019202000006,吉林
210,姜伟泽,11,11,0,0-1(0%),0-1(0%),1-2(50%),0,3,0,2,1,2,0,0,1,0/0,1,2019202000006,吉林
211,张彪,14,9,0,0-1(0%),0-0(0%),0-0(0%),1,1,1,1,0,0,0,0,0,0/0,0,2019202000006,吉林
212,夏钰博,15,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000006,吉林
213,廉明,44,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000006,吉林
214,郭金林,21,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000006,吉林
215,孔德高,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000006,吉林
216,李安,4,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000006,吉林
217,刘天意,1,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000006,吉林
218,付博文,3,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000006,吉林
219,耿铭旸,33,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000006,吉林
220,吉林,--,--,--,33-58(57%),7-24(29%),18-24(75%),7,33,17,23,8,15,6,2,24,0/0,105,2019202000006,吉林
221,艾伦-杰克逊,6,42,1,10-17(59%),3-5(60%),3-4(75%),3,4,12,3,1,3,1,0,4,0/0,32,2019202000007,广厦
222,胡金秋,21,39,1,13-18(72%),0-1(0%),2-2(100%),3,10,2,1,1,4,2,2,3,0/0,28,2019202000007,广厦
223,刘铮,11,35,1,2-4(50%),0-1(0%),0-0(0%),1,3,1,4,2,0,0,0,2,0/0,4,2019202000007,广厦
224,李京龙,9,32,1,0-1(0%),1-5(20%),0-0(0%),0,4,0,1,0,3,0,0,1,0/0,3,2019202000007,广厦
225,苏若禹,5,22,1,1-3(33%),0-0(0%),0-0(0%),1,3,0,2,1,2,0,0,2,0/0,2,2019202000007,广厦
226,孙铭徽,17,34,0,5-12(42%),0-4(0%),2-4(50%),3,1,0,3,2,4,0,0,4,0/0,12,2019202000007,广厦
227,杰伦-雷诺兹,8,24,0,3-13(23%),0-0(0%),4-4(100%),6,5,2,2,5,2,0,1,3,0/0,10,2019202000007,广厦
228,朱俊龙,23,7,0,1-1(100%),0-1(0%),0-0(0%),0,0,0,2,0,0,0,0,0,0/0,2,2019202000007,广厦
229,原晨云,18,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000007,广厦
230,李金效,13,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000007,广厦
231,赵天熠,15,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000007,广厦
232,赵岩昊,25,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000007,广厦
233,赵嘉义,35,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000007,广厦
234,吴羽佳,10,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000007,广厦
235,杜金伦,2,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000007,广厦
236,赵嘉仁,32,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000007,广厦
237,广厦,--,--,--,35-69(51%),4-17(24%),11-14(79%),17,30,17,18,12,18,3,3,19,0/0,93,2019202000007,广厦
238,陈林坚,15,44,1,4-7(57%),4-9(44%),1-3(33%),1,2,2,3,2,5,0,0,2,0/0,21,2019202000007,福建
239,王哲林,31,39,1,8-14(57%),0-1(0%),0-4(0%),6,11,1,2,2,3,2,2,2,0/0,16,2019202000007,福建
240,埃里克-格林,22,29,1,5-9(56%),1-5(20%),2-2(100%),1,4,3,1,1,1,0,0,1,0/0,15,2019202000007,福建
241,孙椿棚,13,12,1,0-0(0%),0-0(0%),0-0(0%),2,2,0,1,0,1,0,0,0,0/0,0,2019202000007,福建
242,黄毅超,14,6,1,0-0(0%),0-2(0%),0-0(0%),0,0,0,1,0,0,0,0,0,0/0,0,2019202000007,福建
243,泰-劳森,1,41,0,6-12(50%),2-6(33%),4-4(100%),0,5,7,4,7,4,0,0,8,0/0,22,2019202000007,福建
244,胡珑贸,10,24,0,1-1(100%),2-4(50%),0-0(0%),0,2,2,4,0,3,0,0,2,0/0,8,2019202000007,福建
245,孙喆,17,8,0,1-2(50%),0-0(0%),3-4(75%),1,1,0,2,1,1,1,0,2,0/0,5,2019202000007,福建
246,刁成灏,24,7,0,0-0(0%),1-4(25%),0-0(0%),1,0,1,0,0,0,0,0,0,0/0,3,2019202000007,福建
247,汤杰,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000007,福建
248,刘洺宇,6,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000007,福建
249,卡米然斯地克江,3,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000007,福建
250,李江淮,5,25,0,0-1(0%),0-2(0%),0-0(0%),2,2,5,2,1,1,0,0,1,0/0,0,2019202000007,福建
251,徐铭智,0,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000007,福建
252,谢亚财,19,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000007,福建
253,王润锋,16,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000007,福建
254,何重达,11,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000007,福建
255,曹飞,29,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000007,福建
256,福建,--,--,--,25-46(54%),10-33(30%),10-17(59%),14,29,21,20,14,19,3,2,18,0/0,90,2019202000007,福建
257,莫泰尤纳斯,12,40,1,7-16(44%),1-4(25%),2-4(50%),3,12,6,2,1,3,1,0,9,0/0,19,2019202000008,上海
258,施宇晨,11,24,1,4-4(100%),1-1(100%),0-0(0%),3,0,1,3,2,3,1,0,0,0/0,11,2019202000008,上海
259,罗旭东,13,24,1,1-3(33%),1-1(100%),1-2(50%),1,2,3,5,0,2,0,0,1,0/0,6,2019202000008,上海
260,鞠明欣,24,15,1,2-5(40%),0-1(0%),1-5(20%),0,1,1,1,2,0,0,0,3,0/0,5,2019202000008,上海
261,蔡亮,1,38,1,2-5(40%),0-0(0%),0-0(0%),3,2,2,2,1,1,0,0,2,0/0,4,2019202000008,上海
262,纳纳利,21,31,0,6-11(55%),1-3(33%),3-4(75%),1,5,2,1,1,1,0,0,4,0/0,18,2019202000008,上海
263,罗汉琛,33,29,0,5-8(63%),1-3(33%),4-4(100%),0,1,3,4,2,2,0,0,5,0/0,17,2019202000008,上海
264,李根,3,18,0,3-3(100%),0-2(0%),2-2(100%),0,3,2,1,0,2,0,0,1,0/0,8,2019202000008,上海
265,董瀚麟,10,13,0,1-3(33%),0-0(0%),3-6(50%),0,1,0,2,1,2,0,1,3,0/0,5,2019202000008,上海
266,唐子豪,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000008,上海
267,孟令源,5,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000008,上海
268,黄旭,17,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000008,上海
269,朱瀛,2,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000008,上海
270,颜鹏,0,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000008,上海
271,王潼,25,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000008,上海
272,张春军,9,2,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,1,0,0,0,0,0/0,0,2019202000008,上海
273,吴永盛,14,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000008,上海
274,上海,--,--,--,31-58(53%),5-15(33%),16-27(59%),11,27,20,21,11,16,2,1,28,0/0,93,2019202000008,上海
275,约瑟夫-杨,3,39,1,9-20(45%),2-7(29%),3-3(100%),0,1,6,4,3,4,0,1,12,0/0,27,2019202000008,同曦
276,雅克查理,88,38,1,1-4(25%),4-12(33%),2-2(100%),3,2,3,2,2,2,0,0,4,0/0,16,2019202000008,同曦
277,郭一飞,10,37,1,5-7(71%),1-4(25%),0-2(0%),5,2,0,4,0,1,0,0,1,0/0,13,2019202000008,同曦
278,哈达迪,15,29,1,3-10(30%),1-1(100%),0-0(0%),6,18,1,4,1,5,4,1,3,0/0,9,2019202000008,同曦
279,宋建骅,8,19,1,0-0(0%),0-3(0%),0-0(0%),0,1,0,2,1,1,0,0,0,0/0,0,2019202000008,同曦
280,于长春,6,28,0,2-3(67%),2-4(50%),2-2(100%),1,1,2,3,1,2,0,0,1,0/0,12,2019202000008,同曦
281,卢伟,12,14,0,0-1(0%),1-3(33%),0-0(0%),0,0,0,0,1,0,0,0,0,0/0,3,2019202000008,同曦
282,买尔丹,33,11,0,1-1(100%),0-0(0%),0-0(0%),1,1,2,4,0,0,0,0,0,0/0,2,2019202000008,同曦
283,王睿,21,17,0,1-1(100%),0-1(0%),0-0(0%),0,1,0,5,1,2,1,0,0,0/0,2,2019202000008,同曦
284,孙思尧,24,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000008,同曦
285,乔文瀚,9,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000008,同曦
286,何敬佳,20,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000008,同曦
287,冯欣,11,3,0,0-0(0%),0-2(0%),0-0(0%),1,0,0,0,0,0,0,0,0,0/0,0,2019202000008,同曦
288,李泓澎,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000008,同曦
289,李盛东,77,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000008,同曦
290,张韩,29,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000008,同曦
291,李柏润,5,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000008,同曦
292,同曦,--,--,--,22-47(47%),11-37(30%),7-9(78%),17,27,14,28,10,17,5,2,21,0/0,84,2019202000008,同曦
293,马尔科-托多罗维奇,19,37,1,7-12(58%),0-0(0%),6-7(86%),4,6,6,3,3,3,1,0,7,0/0,20,2019202000009,天津
294,时德帅,23,39,1,3-5(60%),1-3(33%),5-5(100%),2,1,0,1,0,2,0,0,5,0/0,14,2019202000009,天津
295,孟子凯,1,32,1,3-4(75%),0-2(0%),2-4(50%),2,1,0,4,1,0,2,2,3,0/0,8,2019202000009,天津
296,李荣培,7,20,1,0-2(0%),2-6(33%),1-2(50%),1,2,2,4,1,3,1,0,1,0/0,7,2019202000009,天津
297,田野,17,12,1,0-0(0%),1-2(50%),0-0(0%),0,1,0,1,0,1,0,0,0,0/0,3,2019202000009,天津
298,查森-兰德尔,25,30,0,3-8(38%),2-10(20%),2-2(100%),0,6,5,4,0,3,0,0,1,0/0,14,2019202000009,天津
299,刘帅,12,22,0,1-3(33%),1-1(100%),2-4(50%),0,2,1,1,1,0,0,0,4,0/0,7,2019202000009,天津
300,金鑫,10,11,0,3-4(75%),0-0(0%),0-0(0%),2,0,0,4,1,0,0,0,0,0/0,6,2019202000009,天津
301,潘宁,6,15,0,1-2(50%),0-0(0%),0-0(0%),1,4,0,0,1,1,1,0,1,0/0,2,2019202000009,天津
302,刘伟,21,3,0,0-0(0%),0-0(0%),0-0(0%),0,0,1,0,0,0,0,0,0,0/0,0,2019202000009,天津
303,史仪,22,4,0,0-0(0%),0-1(0%),0-0(0%),0,2,0,0,0,2,0,0,1,0/0,0,2019202000009,天津
304,田雨,16,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000009,天津
305,张云梦,13,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000009,天津
306,关健,68,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000009,天津
307,何思雨,20,8,0,0-2(0%),0-2(0%),0-0(0%),0,0,0,1,0,0,0,0,0,0/0,0,2019202000009,天津
308,韩博林,8,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000009,天津
309,张智涵,9,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000009,天津
310,孟祥龙,14,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000009,天津
311,栾晓君,4,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000009,天津
312,高森堡,2,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000009,天津
313,天津,--,--,--,21-42(50%),7-27(26%),18-24(75%),12,25,15,23,8,15,5,2,23,0/0,81,2019202000009,天津
314,林书豪,7,35,1,7-13(54%),0-5(0%),11-12(92%),2,4,9,4,2,4,0,0,10,0/0,25,2019202000009,北京
315,朱彦西,13,35,1,2-4(50%),5-7(71%),0-0(0%),1,8,1,2,2,0,0,0,1,0/0,19,2019202000009,北京
316,方硕,8,30,1,4-6(67%),3-9(33%),1-1(100%),0,2,3,3,2,0,0,0,1,0/0,18,2019202000009,北京
317,翟晓川,20,33,1,4-6(67%),0-1(0%),8-8(100%),1,5,3,3,1,3,2,0,6,0/0,16,2019202000009,北京
318,丘天,19,7,1,0-0(0%),0-0(0%),0-0(0%),0,0,0,4,0,0,0,0,0,0/0,0,2019202000009,北京
319,汉密尔顿,41,32,0,4-9(44%),0-2(0%),6-6(100%),6,4,2,2,0,3,3,1,3,0/0,14,2019202000009,北京
320,王骁辉,77,11,0,0-0(0%),2-3(67%),0-0(0%),1,1,0,0,1,0,0,0,1,0/0,6,2019202000009,北京
321,段江鹏,11,5,0,0-0(0%),1-3(33%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,3,2019202000009,北京
322,刘晓宇,10,21,0,1-3(33%),0-1(0%),0-0(0%),0,2,1,2,1,1,0,0,0,0/0,2,2019202000009,北京
323,周仪翔,27,5,0,0-1(0%),0-1(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000009,北京
324,王旭,4,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000009,北京
325,赵晏满,1,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000009,北京
326,孙昊锋,2,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000009,北京
327,张卓,22,9,0,0-1(0%),0-0(0%),0-0(0%),0,2,0,1,0,1,0,0,0,0/0,0,2019202000009,北京
328,张才仁,16,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000009,北京
329,常林,21,11,0,0-1(0%),0-0(0%),0-0(0%),1,0,0,2,0,0,0,0,0,0/0,0,2019202000009,北京
330,孙晨然,6,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000009,北京
331,北京,--,--,--,22-44(50%),11-32(34%),26-27(96%),12,28,19,23,9,12,5,1,22,0/0,103,2019202000009,北京
332,陈盈骏,9,30,1,3-10(30%),1-3(33%),2-2(100%),0,2,6,1,0,1,0,0,1,0/0,11,2019202000010,广州
333,衡艺丰,8,16,1,1-2(50%),1-2(50%),2-2(100%),1,1,0,3,0,0,0,0,1,0/0,7,2019202000010,广州
334,尼克尔森,44,32,1,3-9(33%),0-3(0%),0-0(0%),0,9,3,3,0,2,0,0,1,0/0,6,2019202000010,广州
335,司坤,6,26,1,1-6(17%),1-3(33%),0-0(0%),2,1,1,3,0,1,0,0,1,0/0,5,2019202000010,广州
336,张永鹏,33,9,1,1-1(100%),0-0(0%),0-0(0%),0,0,0,2,0,0,0,0,1,0/0,2,2019202000010,广州
337,凯弗-赛克斯,28,35,0,9-16(56%),1-4(25%),6-8(75%),1,2,2,0,1,2,0,2,7,0/0,27,2019202000010,广州
338,郑准,50,17,0,2-2(100%),4-5(80%),0-0(0%),0,6,0,0,0,1,0,0,0,0/0,16,2019202000010,广州
339,孙鸣阳,27,21,0,3-3(100%),1-4(25%),1-1(100%),0,3,1,4,0,1,0,0,2,0/0,10,2019202000010,广州
340,郭凯,14,14,0,3-3(100%),0-0(0%),4-5(80%),0,1,0,0,1,1,3,1,5,0/0,10,2019202000010,广州
341,谷玥灼,12,15,0,1-1(100%),0-0(0%),0-0(0%),1,0,0,1,0,0,0,0,0,0/0,2,2019202000010,广州
342,贾明儒,11,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000010,广州
343,田宇恒,10,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000010,广州
344,姚天一,1,17,0,0-0(0%),0-4(0%),0-0(0%),0,1,3,0,0,0,0,0,1,0/0,0,2019202000010,广州
345,张展玮,23,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000010,广州
346,刘丰搏,30,2,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,2,0,0,0,0,0,0/0,0,2019202000010,广州
347,李炎哲,13,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000010,广州
348,广州,--,--,--,27-53(51%),9-28(32%),15-18(83%),5,26,16,19,2,9,3,3,20,0/0,96,2019202000010,广州
349,原帅,7,38,1,2-3(67%),8-10(80%),1-1(100%),0,7,1,2,1,1,0,0,1,0/0,29,2019202000010,山西
350,富兰克林,11,33,1,9-12(75%),1-5(20%),6-7(86%),0,10,16,0,1,1,5,0,7,0/0,27,2019202000010,山西
351,葛昭宝,35,25,1,4-7(57%),0-1(0%),1-2(50%),3,3,2,1,0,0,0,0,2,0/0,9,2019202000010,山西
352,任骏威,10,13,1,0-2(0%),2-2(100%),0-0(0%),1,0,1,2,0,0,0,0,1,0/0,6,2019202000010,山西
353,刘冠岑,17,24,1,2-3(67%),0-2(0%),0-0(0%),1,2,2,2,1,0,0,0,0,0/0,4,2019202000010,山西
354,M.I.托马斯,4,30,0,7-9(78%),2-5(40%),1-1(100%),2,10,5,4,1,2,2,3,7,0/0,21,2019202000010,山西
355,闫鹏飞,9,22,0,7-11(64%),0-0(0%),0-2(0%),4,4,1,1,2,0,0,3,1,0/0,14,2019202000010,山西
356,邢志强,12,4,0,1-2(50%),1-2(50%),0-0(0%),0,0,0,2,0,0,1,0,0,0/0,5,2019202000010,山西
357,郭晓鹏,1,25,0,1-3(33%),1-4(25%),0-0(0%),1,1,1,4,0,1,0,0,0,0/0,5,2019202000010,山西
358,田桂森,0,14,0,0-2(0%),1-2(50%),0-0(0%),0,0,4,1,0,1,0,0,0,0/0,3,2019202000010,山西
359,刘春庆,6,6,0,0-1(0%),0-0(0%),0-0(0%),0,0,0,1,0,1,0,0,0,0/0,0,2019202000010,山西
360,张泽龙,24,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000010,山西
361,滕贺麒,8,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000010,山西
362,卫猛,19,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000010,山西
363,张涵钧,25,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000010,山西
364,山西,--,--,--,33-55(60%),16-33(48%),9-13(69%),12,37,33,20,6,7,8,6,19,0/0,123,2019202000010,山西
365,史蒂芬森,1,42,1,12-15(80%),2-9(22%),3-8(38%),2,7,1,4,1,1,0,0,5,0/0,33,2019202000011,辽宁
366,李晓旭,22,22,1,5-7(71%),0-0(0%),3-3(100%),2,2,0,1,0,0,0,0,3,0/0,13,2019202000011,辽宁
367,郭艾伦,13,36,1,5-11(45%),0-1(0%),1-2(50%),0,1,2,3,4,2,0,0,3,0/0,11,2019202000011,辽宁
368,韩德君,55,28,1,3-6(50%),0-0(0%),3-7(43%),4,6,2,5,0,5,2,1,5,0/0,9,2019202000011,辽宁
369,赵继伟,3,32,1,0-1(0%),2-3(67%),0-0(0%),1,6,7,6,4,6,0,0,2,0/0,6,2019202000011,辽宁
370,巴斯,30,26,0,4-11(36%),0-0(0%),2-4(50%),1,4,0,1,1,3,1,0,3,0/0,10,2019202000011,辽宁
371,高诗岩,0,15,0,1-3(33%),1-4(25%),0-0(0%),1,1,0,2,0,3,0,0,0,0/0,5,2019202000011,辽宁
372,贺天举,6,19,0,1-1(100%),0-3(0%),1-2(50%),3,1,1,1,2,0,0,0,1,0/0,3,2019202000011,辽宁
373,马壮,8,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000011,辽宁
374,王化东,32,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000011,辽宁
375,孙锴祺,18,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000011,辽宁
376,郭旭,15,3,0,0-0(0%),0-1(0%),0-0(0%),0,0,0,1,0,1,0,0,0,0/0,0,2019202000011,辽宁
377,丛明晨,10,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000011,辽宁
378,刘志轩,11,14,0,0-0(0%),0-1(0%),0-0(0%),0,1,1,0,0,1,0,0,0,0/0,0,2019202000011,辽宁
379,刘雁宇,17,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000011,辽宁
380,卢梓杰,28,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000011,辽宁
381,鄢手骐,36,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000011,辽宁
382,辽宁,--,--,--,31-55(56%),5-22(23%),13-26(50%),14,29,14,24,12,22,3,1,22,0/0,90,2019202000011,辽宁
383,刘铮,11,41,1,4-11(36%),3-5(60%),6-6(100%),2,5,3,3,3,4,1,0,4,0/0,23,2019202000011,广厦
384,李京龙,9,40,1,3-4(75%),4-11(36%),0-0(0%),0,3,1,3,2,1,0,0,1,0/0,18,2019202000011,广厦
385,胡金秋,21,33,1,8-11(73%),0-1(0%),1-2(50%),4,5,2,0,2,2,2,1,4,0/0,17,2019202000011,广厦
386,艾伦-杰克逊,6,38,1,4-9(44%),0-4(0%),4-4(100%),0,1,10,2,2,3,0,0,7,0/0,12,2019202000011,广厦
387,苏若禹,5,22,1,2-5(40%),0-0(0%),3-4(75%),2,3,1,5,1,0,0,0,2,0/0,7,2019202000011,广厦
388,杰伦-雷诺兹,8,26,0,6-11(55%),0-0(0%),2-2(100%),2,7,2,4,4,4,0,2,1,0/0,14,2019202000011,广厦
389,孙铭徽,17,25,0,1-5(20%),2-5(40%),0-0(0%),1,1,5,3,2,1,0,0,4,0/0,8,2019202000011,广厦
390,李金效,13,10,0,2-4(50%),0-0(0%),0-0(0%),1,1,0,3,1,0,0,0,1,0/0,4,2019202000011,广厦
391,吴羽佳,10,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000011,广厦
392,赵嘉义,35,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000011,广厦
393,杜金伦,2,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000011,广厦
394,赵岩昊,25,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000011,广厦
395,赵嘉仁,32,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000011,广厦
396,原晨云,18,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000011,广厦
397,赵天熠,15,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000011,广厦
398,朱俊龙,23,1,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000011,广厦
399,广厦,--,--,--,30-60(50%),9-26(35%),16-18(89%),12,26,24,23,17,15,3,3,24,0/0,103,2019202000011,广厦
400,弗格,18,39,1,4-10(40%),1-4(25%),12-13(92%),2,7,4,3,5,5,0,0,9,0/0,23,2019202000012,北控
401,桑尼,7,34,1,8-13(62%),1-3(33%),2-2(100%),5,4,2,3,2,2,0,0,3,0/0,21,2019202000012,北控
402,孙悦,9,30,1,2-3(67%),3-9(33%),1-2(50%),0,1,10,5,1,1,1,0,3,0/0,14,2019202000012,北控
403,王少杰,14,24,1,4-7(57%),0-0(0%),0-0(0%),2,3,0,3,0,1,1,0,1,0/0,8,2019202000012,北控
404,许梦君,19,13,1,0-0(0%),0-2(0%),1-2(50%),0,0,0,2,0,2,0,0,0,0/0,1,2019202000012,北控
405,贾森-汤普森,6,32,0,5-8(63%),0-2(0%),2-4(50%),4,8,1,4,1,0,0,1,5,0/0,12,2019202000012,北控
