球员,号码,出场时间,首发,2分中-投,3分中-投,罚球中-投,进攻篮板,防守篮板,助攻,犯规,抢断,失误,盖帽,扣篮,被侵,快攻,得分,Game_ID,球队
白杰,16,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,浙江
李耀强,11,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,浙江
刘泽一,10,2,0,0-1(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,浙江
孙岩松,9,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,浙江
鞠鹏,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,浙江
张正昕,28,4,0,0-2(0%),0-0(0%),0-0(0%),0,0,0,1,0,1,0,0,0,0/0,0,2.0192E+12,浙江
刘育辰,30,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,浙江
浙江,--,--,--,26-47(55%),11-27(41%),27-32(84%),8,31,23,30,17,13,1,3,33,0/0,112,2.0192E+12,浙江
原帅,7,39,1,4-5(80%),5-9(56%),0-0(0%),0,4,2,1,1,2,0,0,1,0/0,23,2.0192E+12,山西
任骏威,10,40,1,5-8(63%),4-7(57%),0-0(0%),0,2,1,1,0,0,0,0,0,0/0,22,2.0192E+12,山西
富兰克林,11,41,1,4-9(44%),3-8(38%),4-4(100%),3,5,13,3,5,3,2,0,10,0/0,21,2.0192E+12,山西
葛昭宝,35,11,1,2-2(100%),0-0(0%),0-0(0%),1,1,1,3,0,3,0,0,0,0/0,4,2.0192E+12,山西
刘冠岑,17,29,1,0-3(0%),0-1(0%),1-2(50%),0,1,3,0,0,1,0,0,1,0/0,1,2.0192E+12,山西
邢志强,12,21,0,0-2(0%),4-6(67%),0-0(0%),0,1,0,2,0,0,2,0,0,0/0,12,2.0192E+12,山西
埃里克-莫兰德,3,30,0,5-11(45%),0-0(0%),2-5(40%),3,16,3,5,2,4,2,2,4,0/0,12,2.0192E+12,山西
闫鹏飞,9,5,0,1-2(50%),0-0(0%),0-0(0%),1,2,0,1,0,0,0,0,1,0/0,2,2.0192E+12,山西
田桂森,0,13,0,1-3(33%),0-1(0%),0-0(0%),2,1,0,0,0,0,0,1,0,0/0,2,2.0192E+12,山西
郭晓鹏,1,5,0,0-0(0%),0-1(0%),0-0(0%),0,0,0,0,0,1,0,0,0,0/0,0,2.0192E+12,山西
刘春庆,6,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,山西
张泽龙,24,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,山西
滕贺麒,8,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,山西
卫猛,19,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,山西
张涵钧,25,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,山西
山西,--,--,--,22-45(49%),16-33(48%),7-11(64%),10,33,23,16,8,14,6,3,17,0/0,99,2.0192E+12,山西
顾全,12,38,1,3-5(60%),3-6(50%),2-2(100%),1,2,3,3,1,2,0,0,2,0/0,17,2.0192E+12,深圳
德怀特-拜克斯,8,28,1,6-13(46%),0-3(0%),2-2(100%),0,5,2,0,1,1,0,0,1,0/0,14,2.0192E+12,深圳
沈梓捷,11,31,1,5-9(56%),0-0(0%),0-2(0%),1,2,3,0,1,4,4,2,2,0/0,10,2.0192E+12,深圳
李慕豪,9,30,1,3-8(38%),0-1(0%),1-2(50%),1,5,2,3,0,0,1,1,5,0/0,7,2.0192E+12,深圳
贺希宁,0,35,1,2-7(29%),0-1(0%),0-0(0%),0,2,1,2,0,0,0,0,1,0/0,4,2.0192E+12,深圳
贾雷尔-马丁,1,33,0,6-11(55%),1-3(33%),2-3(67%),2,6,4,3,4,3,0,5,3,0/0,17,2.0192E+12,深圳
杨林祎,6,22,0,2-4(50%),2-3(67%),0-0(0%),0,1,0,1,1,0,0,0,0,0/0,10,2.0192E+12,深圳
何忠勉,20,14,0,1-2(50%),1-2(50%),1-3(33%),0,1,0,5,0,0,0,0,2,0/0,6,2.0192E+12,深圳
容子峰,25,5,0,1-1(100%),0-1(0%),0-0(0%),0,0,0,0,1,0,0,0,0,0/0,2,2.0192E+12,深圳
孟铎,3,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,深圳
李想,16,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,深圳
陈柏石,34,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,深圳
卢鹏羽,2,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,深圳
卢艺文,23,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,深圳
赵义明,5,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,深圳
于德豪,19,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,深圳
白昊天,10,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,深圳
韩驭丰,14,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,深圳
深圳,--,--,--,29-60(48%),7-20(35%),8-14(57%),5,24,15,17,9,10,5,8,16,0/0,87,2.0192E+12,深圳
莫泰尤纳斯,12,33,1,15-25(60%),0-3(0%),5-10(50%),5,17,3,4,1,5,0,1,8,0/0,35,2.0192E+12,上海
王潼,25,43,1,8-10(80%),0-0(0%),1-3(33%),3,7,2,2,2,3,0,2,3,0/0,17,2.0192E+12,上海
罗旭东,13,34,1,4-8(50%),2-3(67%),3-4(75%),0,1,7,3,3,2,0,0,4,0/0,17,2.0192E+12,上海
罗汉琛,33,37,1,5-10(50%),0-1(0%),0-0(0%),0,4,3,3,1,1,0,0,1,0/0,10,2.0192E+12,上海
张春军,9,9,1,0-2(0%),0-0(0%),0-0(0%),1,1,0,2,0,0,1,0,0,0/0,0,2.0192E+12,上海
蔡亮,1,23,0,0-4(0%),3-4(75%),0-0(0%),0,0,2,1,1,1,0,0,1,0/0,9,2.0192E+12,上海
雷-麦卡勒姆,22,14,0,4-4(100%),0-1(0%),0-0(0%),0,1,5,1,0,1,0,0,0,0/0,8,2.0192E+12,上海
鞠明欣,24,22,0,2-4(50%),1-2(50%),0-0(0%),0,3,1,2,1,0,1,0,0,0/0,7,2.0192E+12,上海
颜鹏,0,15,0,0-2(0%),1-2(50%),0-0(0%),1,3,1,5,0,2,0,0,2,0/0,3,2.0192E+12,上海
吴永盛,14,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,上海
黄旭,17,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,上海
施宇晨,11,5,0,0-0(0%),0-0(0%),0-0(0%),0,0,3,0,0,0,0,0,1,0/0,0,2.0192E+12,上海
唐子豪,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,上海
孟令源,5,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,上海
朱瀛,2,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,上海
董瀚麟,10,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,上海
李根,3,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,上海
上海,--,--,--,38-69(55%),7-16(44%),9-17(53%),10,37,27,23,9,15,2,3,20,0/0,106,2.0192E+12,上海
田宇翔,7,25,1,3-6(50%),2-4(50%),2-4(50%),0,4,1,3,2,1,0,0,3,0/0,14,2.0192E+12,八一
许钟豪,27,32,1,3-5(60%),0-1(0%),3-4(75%),3,6,2,4,0,2,0,0,3,0/0,9,2.0192E+12,八一
雷蒙,11,23,1,1-5(20%),1-4(25%),0-0(0%),0,2,2,1,1,0,0,0,2,0/0,5,2.0192E+12,八一
罗凯文,17,21,1,1-2(50%),0-0(0%),2-2(100%),0,2,1,0,2,2,0,0,1,0/0,4,2.0192E+12,八一
宁鸿宇,16,4,1,0-1(0%),1-1(100%),0-0(0%),0,2,0,2,0,1,0,0,0,0/0,3,2.0192E+12,八一
付豪,1,40,0,11-19(58%),0-0(0%),3-5(60%),2,8,2,2,1,1,0,0,5,0/0,25,2.0192E+12,八一
阿尔斯兰,5,26,0,4-6(67%),3-7(43%),1-2(50%),0,1,2,2,1,2,0,0,2,0/0,18,2.0192E+12,八一
郭昊文,6,25,0,3-8(38%),0-1(0%),3-4(75%),0,2,1,4,0,2,1,0,4,0/0,9,2.0192E+12,八一
张祖铭,20,18,0,0-0(0%),1-2(50%),0-2(0%),3,1,1,1,0,1,0,0,2,0/0,3,2.0192E+12,八一
王俊杰,3,13,0,0-5(0%),1-1(100%),0-0(0%),1,3,0,0,1,0,0,0,1,0/0,3,2.0192E+12,八一
刘航初,9,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,八一
邹雨宸,10,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,八一
马泳,25,1,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,八一
张旭,13,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,八一
韩硕,33,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,八一
缪光旸,21,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,八一
余晨,15,6,0,0-2(0%),0-0(0%),0-0(0%),0,1,0,1,0,0,0,0,0,0/0,0,2.0192E+12,八一
石颜博,18,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,八一
八一,--,--,--,26-59(44%),9-21(43%),14-23(61%),9,32,12,20,8,12,1,0,23,0/0,93,2.0192E+12,八一
布鲁克斯,6,40,1,12-15(80%),3-8(38%),3-5(60%),2,5,7,0,2,3,1,1,3,0/0,36,2.0192E+12,广东
任骏飞,20,34,1,8-9(89%),0-1(0%),1-4(25%),5,1,2,4,2,2,0,1,4,0/0,17,2.0192E+12,广东
易建联,9,33,1,6-12(50%),0-2(0%),3-3(100%),4,5,0,1,3,1,0,2,6,0/0,15,2.0192E+12,广东
赵睿,10,34,1,3-5(60%),2-7(29%),1-3(33%),1,4,8,3,4,1,2,0,5,0/0,13,2.0192E+12,广东
胡明轩,3,19,1,2-4(50%),2-2(100%),1-1(100%),2,1,1,3,1,2,0,0,2,0/0,11,2.0192E+12,广东
威姆斯,13,28,0,5-15(33%),1-4(25%),3-3(100%),0,6,3,1,4,4,0,1,2,0/0,16,2.0192E+12,广东
杜润旺,18,9,0,0-1(0%),2-2(100%),0-0(0%),0,0,0,2,0,2,0,0,0,0/0,6,2.0192E+12,广东
徐杰,2,16,0,1-2(50%),1-3(33%),0-0(0%),0,0,0,3,2,1,0,0,1,0/0,5,2.0192E+12,广东
王薪凯,5,5,0,1-1(100%),0-0(0%),0-0(0%),0,0,0,1,0,0,0,0,0,0/0,2,2.0192E+12,广东
张皓嘉,25,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广东
方渭博,1,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广东
刘旭乘,14,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广东
李英博,17,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广东
曾繁日,22,2,0,0-2(0%),0-0(0%),0-0(0%),1,1,0,0,1,0,0,0,0,0/0,0,2.0192E+12,广东
周鹏,11,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广东
万圣伟,51,12,0,0-1(0%),0-0(0%),0-0(0%),0,1,1,2,2,0,0,0,0,0/0,0,2.0192E+12,广东
苏伟,12,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广东
刘权标,0,1,0,0-0(0%),0-1(0%),0-0(0%),0,0,1,0,0,0,0,0,0,0/0,0,2.0192E+12,广东
广东,--,--,--,38-67(57%),11-30(37%),12-19(63%),15,24,23,20,21,16,3,5,23,0/0,121,2.0192E+12,广东
时德帅,23,41,1,5-8(63%),3-5(60%),4-4(100%),2,5,1,1,1,1,0,1,3,0/0,23,2.0192E+12,天津
马尔科-托多罗维奇,19,39,1,7-11(64%),1-2(50%),5-6(83%),1,11,6,2,4,9,1,0,7,0/0,22,2.0192E+12,天津
金鑫,10,40,1,5-7(71%),0-1(0%),0-0(0%),1,5,4,4,0,2,0,1,0,0/0,10,2.0192E+12,天津
刘帅,12,25,1,3-4(75%),0-0(0%),3-3(100%),0,3,5,1,2,2,0,0,1,0/0,9,2.0192E+12,天津
史仪,22,4,1,0-0(0%),0-1(0%),0-0(0%),0,0,1,1,0,0,0,0,0,0/0,0,2.0192E+12,天津
查森-兰德尔,25,29,0,2-8(25%),0-7(0%),9-9(100%),0,5,2,3,1,6,0,0,7,0/0,13,2.0192E+12,天津
潘宁,6,14,0,3-3(100%),1-2(50%),1-1(100%),2,0,0,4,0,1,1,0,1,0/0,10,2.0192E+12,天津
何思雨,20,15,0,1-2(50%),2-4(50%),0-0(0%),0,0,1,3,0,2,0,0,0,0/0,8,2.0192E+12,天津
孟子凯,1,27,0,2-3(67%),0-2(0%),2-2(100%),1,2,1,4,3,2,0,0,1,0/0,6,2.0192E+12,天津
田野,17,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,天津
李荣培,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,天津
田雨,16,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,天津
张云梦,13,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,天津
刘伟,21,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,天津
韩博林,8,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,天津
高森堡,2,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,天津
孟祥龙,14,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,天津
栾晓君,4,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,天津
关健,68,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,天津
张智涵,9,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,天津
天津,--,--,--,28-46(61%),7-24(29%),24-25(96%),7,31,21,23,11,25,2,2,20,0/0,101,2.0192E+12,天津
弗格,18,35,1,3-8(38%),3-7(43%),11-13(85%),2,4,6,4,4,3,0,0,9,0/0,26,2.0192E+12,北控
孙悦,9,35,1,2-6(33%),4-10(40%),6-7(86%),0,3,3,2,2,1,2,1,4,0/0,22,2.0192E+12,北控
桑尼,7,21,1,3-9(33%),0-0(0%),8-10(80%),5,2,1,4,1,1,0,0,6,0/0,14,2.0192E+12,北控
王子瑞,1,37,1,5-8(63%),1-2(50%),0-0(0%),2,1,4,2,2,2,0,0,3,0/0,13,2.0192E+12,北控
王少杰,14,25,1,4-5(80%),0-1(0%),2-2(100%),1,3,1,4,0,1,2,2,1,0/0,10,2.0192E+12,北控
贾森-汤普森,6,30,0,4-9(44%),0-0(0%),6-10(60%),7,17,1,3,2,2,1,1,5,0/0,14,2.0192E+12,北控
孙桐林,55,20,0,6-8(75%),0-0(0%),0-1(0%),3,5,2,3,0,0,0,0,1,0/0,12,2.0192E+12,北控
宗赞,13,2,0,1-1(100%),1-1(100%),0-0(0%),1,0,0,0,0,0,0,0,0,0/0,5,2.0192E+12,北控
陈金龙,33,2,0,1-1(100%),0-0(0%),0-0(0%),0,1,0,1,0,0,0,0,0,0/0,2,2.0192E+12,北控
张帆,3,12,0,0-1(0%),0-4(0%),0-0(0%),1,1,0,0,1,0,0,0,0,0/0,0,2.0192E+12,北控
常亚松,16,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,北控
王向彬,23,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,北控
陈子安,20,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,北控
班铎,29,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,北控
许梦君,19,12,0,0-1(0%),0-3(0%),0-0(0%),1,0,0,1,0,1,0,0,0,0/0,0,2.0192E+12,北控
景浩扬,12,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,北控
于梁,11,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,北控
高尚,27,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,北控
王征,28,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,北控
孟博龙,4,2,0,0-0(0%),0-1(0%),0-0(0%),0,0,3,2,0,1,0,0,0,0/0,0,2.0192E+12,北控
北控,--,--,--,29-57(51%),9-29(31%),33-43(77%),23,37,21,26,12,12,5,4,29,0/0,118,2.0192E+12,北控
拉杜利察,13,24,1,6-13(46%),1-2(50%),3-5(60%),3,5,1,2,1,4,1,1,7,0/0,18,2.0192E+12,江苏
黄荣奇,1,20,1,1-4(25%),0-2(0%),1-2(50%),0,1,3,3,0,1,0,0,1,0/0,3,2.0192E+12,江苏
柳伟,15,18,1,1-4(25%),0-2(0%),0-0(0%),1,1,0,4,0,0,0,0,2,0/0,2,2.0192E+12,江苏
易立,8,20,1,0-2(0%),0-2(0%),0-0(0%),0,1,2,0,2,0,0,0,0,0/0,0,2.0192E+12,江苏
史鸿飞,4,14,1,0-1(0%),0-4(0%),0-0(0%),1,0,3,1,0,1,0,0,0,0/0,0,2.0192E+12,江苏
吉布森,22,36,0,3-11(27%),7-12(58%),9-10(90%),0,5,4,5,1,4,0,0,6,0/0,36,2.0192E+12,江苏
王洪,9,29,0,2-4(50%),1-3(33%),4-4(100%),0,3,4,5,2,1,0,0,4,0/0,11,2.0192E+12,江苏
吴冠希,11,32,0,3-9(33%),0-0(0%),3-4(75%),4,2,0,4,1,2,1,1,3,0/0,9,2.0192E+12,江苏
孙鑫,10,23,0,4-5(80%),0-1(0%),0-0(0%),0,2,1,3,0,0,1,0,0,0/0,8,2.0192E+12,江苏
刘宇轩,21,18,0,3-3(100%),0-1(0%),0-0(0%),3,4,1,2,0,2,0,0,0,0/0,6,2.0192E+12,江苏
蒋浩然,18,2,0,0-0(0%),0-0(0%),2-2(100%),1,0,0,0,0,0,0,0,2,0/0,2,2.0192E+12,江苏
刘剑阁,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,江苏
吴俣成,27,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,江苏
赵率舟,24,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,江苏
侯逸凡,31,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,江苏
赵旭昕,77,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,江苏
张稀然,6,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,江苏
江苏,--,--,--,23-56(41%),9-29(31%),22-27(81%),13,24,19,29,7,15,3,2,25,0/0,95,2.0192E+12,江苏
福特森,4,27,1,4-8(50%),2-6(33%),6-7(86%),0,4,7,3,0,5,0,0,6,0/0,20,2.0192E+12,四川
李原宇,15,39,1,4-5(80%),1-2(50%),1-1(100%),1,6,1,3,0,1,0,0,3,0/0,12,2.0192E+12,四川
陈辰,32,32,1,1-2(50%),2-4(50%),0-0(0%),2,7,0,4,1,0,0,0,0,0/0,8,2.0192E+12,四川
莫蒙尘,10,32,1,0-3(0%),0-5(0%),1-2(50%),0,0,2,5,2,1,0,0,2,0/0,1,2.0192E+12,四川
张松涛,39,3,1,0-2(0%),0-0(0%),0-0(0%),0,0,0,1,0,0,0,0,0,0/0,0,2.0192E+12,四川
汉斯布鲁,50,42,0,10-19(53%),0-0(0%),13-14(93%),3,12,1,4,2,2,1,3,12,0/0,33,2.0192E+12,四川
李柯七,17,19,0,1-1(100%),1-4(25%),0-0(0%),0,0,1,5,1,2,1,0,0,0/0,5,2.0192E+12,四川
孟达,12,23,0,1-4(25%),1-5(20%),0-0(0%),0,1,4,4,0,2,0,0,0,0/0,5,2.0192E+12,四川
胡林森,8,7,0,1-2(50%),0-2(0%),0-0(0%),0,0,0,2,0,1,0,0,0,0/0,2,2.0192E+12,四川
左朕年,13,8,0,1-2(50%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,2,2.0192E+12,四川
王政博,6,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,四川
胡钧淋,2,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,四川
景菡一,1,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,四川
郭治瀚,11,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,四川
闵庆飞,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,四川
袁振梁,25,1,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,四川
侯天一,14,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,四川
于刚,77,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,四川
袁堂文,3,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,四川
四川,--,--,--,23-48(48%),7-28(25%),21-24(88%),6,30,16,31,6,14,2,3,23,0/0,88,2.0192E+12,四川
兰兹博格,1,40,1,7-14(50%),5-11(45%),14-16(88%),1,8,6,1,1,2,1,1,14,0/0,43,2.0192E+12,浙江
朱旭航,21,25,1,4-7(57%),2-6(33%),1-1(100%),3,1,0,4,5,0,1,0,4,0/0,15,2.0192E+12,浙江
张大宇,24,27,1,3-5(60%),1-1(100%),4-4(100%),2,3,2,4,1,1,1,0,3,0/0,13,2.0192E+12,浙江
吴前,33,21,1,2-3(67%),1-2(50%),0-0(0%),0,5,3,4,0,0,0,0,0,0/0,7,2.0192E+12,浙江
程帅澎,6,40,1,2-4(50%),0-4(0%),3-4(75%),1,5,4,3,1,0,0,0,2,0/0,7,2.0192E+12,浙江
赖俊豪,17,29,0,3-6(50%),1-1(100%),2-2(100%),2,5,2,3,1,0,0,0,1,0/0,11,2.0192E+12,浙江
邓蒙,12,28,0,2-8(25%),2-6(33%),0-2(0%),1,4,4,2,0,2,0,0,2,0/0,10,2.0192E+12,浙江
王奕博,15,8,0,1-1(100%),0-0(0%),4-4(100%),0,0,0,1,0,1,0,0,2,0/0,6,2.0192E+12,浙江
刘泽一,10,5,0,3-3(100%),0-0(0%),0-0(0%),0,2,0,1,0,0,0,0,0,0/0,6,2.0192E+12,浙江
张正昕,28,7,0,0-0(0%),0-0(0%),1-2(50%),0,1,0,1,0,1,0,0,1,0/0,1,2.0192E+12,浙江
林孝天,5,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,浙江
陆文博,8,1,0,0-0(0%),0-0(0%),0-0(0%),0,1,0,0,0,0,0,0,0,0/0,0,2.0192E+12,浙江
白杰,16,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,浙江
李耀强,11,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,浙江
付磊,3,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,浙江
孙岩松,9,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,浙江
王仔路,23,2,0,0-0(0%),0-0(0%),0-0(0%),0,1,1,0,0,0,0,0,0,0/0,0,2.0192E+12,浙江
鞠鹏,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,浙江
刘育辰,30,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,浙江
浙江,--,--,--,27-51(53%),12-31(39%),29-35(83%),10,36,22,24,9,7,3,1,29,0/0,119,2.0192E+12,浙江
富兰克林,11,38,1,6-12(50%),1-6(17%),5-7(71%),1,4,8,3,0,4,2,0,9,0/0,20,2.0192E+12,山西
任骏威,10,28,1,3-9(33%),1-2(50%),4-5(80%),2,2,0,0,0,0,0,0,5,0/0,13,2.0192E+12,山西
原帅,7,32,1,1-1(100%),3-7(43%),0-0(0%),1,0,0,0,0,1,0,0,0,0/0,11,2.0192E+12,山西
葛昭宝,35,8,1,1-3(33%),0-0(0%),0-0(0%),0,1,0,3,0,0,0,0,1,0/0,2,2.0192E+12,山西
刘冠岑,17,20,1,1-5(20%),0-0(0%),0-0(0%),0,0,1,2,0,0,0,0,0,0/0,2,2.0192E+12,山西
